Name,Code,Changes,Time,Fare,Company,Fare Type,Route Code
Beltring,BEG,3.0,211.0,205.5,VIRGIN WEST COAST,ANYTIME S,0.0
Belvedere,BVD,2.0,176.0,191.0,VIRGIN WEST COAST,ANYTIME S,0.0
Bempton,BEM,1.0,263.0,76.5,TRANSPENNINE EXPRESS,ANYTIME DAY S,0.0
Ben Rhydding,BEY,1.0,196.0,41.7,TRANSPENNINE EXPRESS,ANYTIME DAY S,0.0
Benfleet,BEF,2.0,196.0,194.5,VIRGIN WEST COAST,ANYTIME S,0.0
Bentham,BEN,1.0,208.0,25.4,NORTHERN,ANYTIME DAY S,317.0
Bentley (Hants),BTY,2.0,193.0,122.4,CROSSCOUNTRY,ANYTIME S,267.0
Bentley (South Yorks),BYK,1.0,541.0,38.3,TRANSPENNINE EXPRESS,ANYTIME DAY S,79.0
Bere Alston,BAS,1.0,285.0,90.4,CROSSCOUNTRY,ANYTIME S,817.0
Bere Ferrers,BFE,1.0,280.0,90.4,CROSSCOUNTRY,ANYTIME S,817.0
Berkhamsted,BKM,0.0,115.0,62.0,VIRGIN WEST COAST,ANYTIME S,700.0
Berkswell,BKW,0.0,22.0,44.4,WEST MIDLANDS TRAINS,ANYTIME S,287.0
Bermuda Park,BEP,1.0,46.0,51.0,VIRGIN WEST COAST,ANYTIME S,0.0
Berney Arms,BYA,nan,nan,115.8,VIRGIN WEST COAST,ANYTIME S,200.0
Berry Brow,BBW,1.0,213.0,31.7,TRANSPENNINE EXPRESS,ANYTIME DAY S,0.0
Berrylands,BRS,2.0,150.0,167.5,VIRGIN WEST COAST,ANYTIME S,0.0
Berwick (Sussex),BRK,2.0,217.0,220.5,VIRGIN WEST COAST,ANYTIME S,0.0
Berwick-upon-Tweed,BWK,0.0,299.0,96.2,TRANSPENNINE EXPRESS,ANYTIME DAY S,0.0
Bescar Lane,BES,2.0,180.0,11.1,NORTHERN,ANYTIME DAY S,0.0
Bescot Stadium,BSC,0.0,26.0,39.8,WEST MIDLANDS TRAINS,ANYTIME S,287.0
Betchworth,BTO,1.0,209.0,110.55,CROSSCOUNTRY,ANYTIME S,267.0
Bethnal Green,BET,2.0,144.0,167.0,VIRGIN WEST COAST,ANYTIME S,0.0
Betws-y-Coed,BYC,1.0,267.0,28.6,TRANSPORT FOR WALES RAIL,ANYTIME DAY S,1000.0
Beverley,BEV,1.0,248.0,67.8,TRANSPENNINE EXPRESS,ANYTIME DAY S,0.0
Bexhill,BEX,2.0,291.0,220.5,VIRGIN WEST COAST,ANYTIME S,0.0
Bexley,BXY,2.0,175.0,191.0,VIRGIN WEST COAST,ANYTIME S,0.0
Bexleyheath,BXH,2.0,188.0,191.0,VIRGIN WEST COAST,ANYTIME S,0.0
Bicester North,BCS,0.0,81.0,64.4,CROSSCOUNTRY,ANYTIME S,267.0
Bicester Village,BIT,1.0,113.0,80.95,VIRGIN WEST COAST,ANYTIME S,200.0
Bickley,BKL,2.0,190.0,191.0,VIRGIN WEST COAST,ANYTIME S,0.0
Bidston,BID,1.0,132.0,3.55,MERSEYRAIL,ANYTIME DAY S,1000.0
Biggleswade,BIW,1.0,327.0,186.0,VIRGIN WEST COAST,ANYTIME S,0.0
Bilbrook,BBK,0.0,26.0,36.8,WEST MIDLANDS TRAINS,ANYTIME S,287.0
Billericay,BIC,2.0,169.0,196.5,VIRGIN WEST COAST,ANYTIME S,200.0
Billingham (Cleveland),BIL,2.0,268.0,64.4,TRANSPENNINE EXPRESS,ANYTIME DAY S,95.0
Billingshurst,BIG,2.0,195.0,209.0,VIRGIN WEST COAST,ANYTIME S,0.0
Bingham,BIN,1.0,112.0,66.2,EAST MIDLANDS TRAINS,ANYTIME S,0.0
Bingley,BIY,1.0,171.0,41.7,TRANSPENNINE EXPRESS,ANYTIME DAY S,0.0
Birchgrove,BCG,1.0,145.0,79.1,TRANSPORT FOR WALES RAIL,ANYTIME DAY S,1000.0
Birchington-on-sea,BCH,2.0,239.0,221.5,VIRGIN WEST COAST,ANYTIME S,0.0
Birchwood,BWD,1.0,141.0,7.0,NORTHERN,ANYTIME DAY S,329.0
Birkbeck,BIK,2.0,223.0,191.0,VIRGIN WEST COAST,ANYTIME S,0.0
Birkdale,BDL,3.0,179.0,6.7,MERSEYRAIL,ANYTIME DAY S,1000.0
Birkenhead Central,BKC,1.0,134.0,3.05,MERSEYRAIL,ANYTIME DAY S,0.0
Birkenhead Hamilton Square,BKQ,1.0,127.0,3.05,MERSEYRAIL,ANYTIME DAY S,0.0
Birkenhead North,BKN,1.0,134.0,3.3,MERSEYRAIL,ANYTIME DAY S,0.0
Birkenhead Park,BKP,1.0,132.0,3.05,MERSEYRAIL,ANYTIME DAY S,0.0
Birmingham International,BHI,0.0,12.0,42.8,WEST MIDLANDS TRAINS,ANYTIME S,287.0
Birmingham Moor Street,BMO,nan,nan,39.8,WEST MIDLANDS TRAINS,ANYTIME S,287.0
Birmingham New Street,BHM,nan,nan,39.8,WEST MIDLANDS TRAINS,ANYTIME S,287.0
Birmingham Snow Hill,BSW,nan,nan,39.8,WEST MIDLANDS TRAINS,ANYTIME S,287.0
Bishop Auckland,BIA,1.0,256.0,64.4,TRANSPENNINE EXPRESS,ANYTIME DAY S,95.0
Bishopbriggs,BBG,2.0,314.0,132.0,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Bishops Stortford,BIS,1.0,205.0,182.5,VIRGIN WEST COAST,ANYTIME S,0.0
Bishopstone (Sussex),BIP,3.0,217.0,220.5,VIRGIN WEST COAST,ANYTIME S,0.0
Bishopton (Strathclyde),BPT,1.0,278.0,77.9,VIRGIN WEST COAST,ANYTIME S,317.0
Bitterne,BTE,1.0,170.0,128.8,CROSSCOUNTRY,ANYTIME S,700.0
Blackburn,BBN,1.0,164.0,17.9,NORTHERN,ANYTIME DAY S,0.0
Blackheath,BKH,2.0,172.0,191.0,VIRGIN WEST COAST,ANYTIME S,0.0
Blackhorse Road,BHO,1.0,133.0,162.5,VIRGIN WEST COAST,ANYTIME S,0.0
Blackpool North,BPN,1.0,147.0,19.2,VIRGIN WEST COAST,ANYTIME DAY S,474.0
Blackpool Pleasure Beach,BPB,1.0,169.0,19.2,NORTHERN,ANYTIME DAY S,317.0
Blackpool South,BPS,1.0,171.0,19.2,NORTHERN,ANYTIME DAY S,317.0
Blackridge,BKR,1.0,311.0,132.0,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Blackrod,BLK,1.0,169.0,11.7,TRANSPENNINE EXPRESS,ANYTIME DAY S,312.0
Blackwater,BAW,1.0,173.0,115.9,VIRGIN WEST COAST,ANYTIME S,200.0
