Name,Code,Changes,Time,Fare,Company,Fare Type,Route Code
Barnehurst,BNH,2.0,356.0,191.5,VIRGIN WEST COAST,ANYTIME S,0.0
Barnes,BNS,2.0,333.0,188.5,VIRGIN WEST COAST,ANYTIME S,0.0
Barnes Bridge,BNI,2.0,343.0,188.5,VIRGIN WEST COAST,ANYTIME S,0.0
Barnetby,BTB,1.0,336.0,138.0,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Barnham,BAA,2.0,402.0,214.0,VIRGIN WEST COAST,ANYTIME S,0.0
Barnhill,BNL,0.0,11.0,2.3,SCOTRAIL,ANYTIME DAY S,0.0
Barnsley,BNY,2.0,308.0,120.55,CROSSCOUNTRY,ANYTIME S,0.0
Barnstaple,BNP,2.0,520.0,186.5,VIRGIN WEST COAST,ANYTIME S,817.0
Barnt Green,BTG,1.0,300.0,118.0,VIRGIN WEST COAST,ANYTIME S,317.0
Barrhead,BRR,0.0,14.0,3.7,SCOTRAIL,ANYTIME DAY S,0.0
Barrhill,BRL,0.0,124.0,12.2,SCOTRAIL,ANYTIME DAY S,1000.0
Barrow Haven,BAV,2.0,407.0,138.0,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Barrow-in-Furness,BIF,1.0,222.0,71.2,VIRGIN WEST COAST,ANYTIME S,307.0
Barrow-Upon-Soar,BWS,2.0,375.0,123.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Barry,BRY,2.0,432.0,156.5,VIRGIN WEST COAST,ANYTIME S,700.0
Barry Docks,BYD,2.0,429.0,156.5,VIRGIN WEST COAST,ANYTIME S,700.0
Barry Island,BYI,2.0,437.0,156.5,VIRGIN WEST COAST,ANYTIME S,700.0
Barry Links,BYL,1.0,133.0,25.5,SCOTRAIL,ANYTIME DAY S,0.0
Barton-on-Humber,BAU,3.0,383.0,138.0,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Basildon,BSO,2.0,364.0,193.5,VIRGIN WEST COAST,ANYTIME S,0.0
Basingstoke,BSK,1.0,388.0,209.0,VIRGIN WEST COAST,ANYTIME S,0.0
Bat & Ball,BBL,2.0,404.0,198.0,VIRGIN WEST COAST,ANYTIME S,0.0
Bath Spa,BTH,1.0,426.0,236.5,VIRGIN WEST COAST,ANYTIME S,0.0
Bathgate,BHG,0.0,54.0,10.1,SCOTRAIL,ANYTIME DAY S,0.0
Batley,BTL,1.0,599.0,124.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Battersby,BTT,1.0,367.0,91.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Battersea Park,BAK,2.0,324.0,188.5,VIRGIN WEST COAST,ANYTIME S,0.0
Battle,BAT,2.0,412.0,212.5,VIRGIN WEST COAST,ANYTIME S,0.0
Battlesbridge,BLB,2.0,393.0,204.5,VIRGIN WEST COAST,ANYTIME S,0.0
Bayford,BAY,2.0,354.0,196.5,VIRGIN WEST COAST,ANYTIME S,0.0
Beaconsfield,BCF,2.0,368.0,193.5,VIRGIN WEST COAST,ANYTIME S,0.0
Bearley,BER,2.0,387.0,124.5,VIRGIN WEST COAST,ANYTIME S,0.0
Bearsden,BRN,0.0,19.0,3.4,SCOTRAIL,ANYTIME DAY S,1000.0
