Name,Code,Changes,Time,Fare,Company,Fare Type,Route Code
Bathgate,BHG,2.0,387.0,160.0,LONDON NORTH EASTERN RAILWAY,ANYTIME S,76.0
Batley,BTL,1.0,439.0,61.1,EAST MIDLANDS TRAINS,ANYTIME S,79.0
Battersby,BTT,3.0,278.0,110.55,CROSSCOUNTRY,ANYTIME S,79.0
Battersea Park,BAK,2.0,121.0,89.5,EAST MIDLANDS TRAINS,ANYTIME S,200.0
Battle,BAT,2.0,200.0,117.5,EAST MIDLANDS TRAINS,ANYTIME S,200.0
Battlesbridge,BLB,2.0,152.0,111.6,EAST MIDLANDS TRAINS,ANYTIME S,0.0
Bayford,BAY,2.0,150.0,90.2,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Beaconsfield,BCF,2.0,159.0,91.1,EAST MIDLANDS TRAINS,ANYTIME S,200.0
Bearley,BER,3.0,128.0,26.9,CROSSCOUNTRY,ANYTIME DAY S,201.0
Bearsden,BRN,2.0,362.0,125.5,VIRGIN WEST COAST,ANYTIME S,0.0
Bearsted,BSD,2.0,193.0,112.5,EAST MIDLANDS TRAINS,ANYTIME S,200.0
Beasdale,BSL,3.0,652.0,156.0,VIRGIN WEST COAST,ANYTIME S,307.0
Beaulieu Road,BEU,2.0,266.0,100.35,EAST MIDLANDS TRAINS,ANYTIME S,200.0
Beauly,BEL,3.0,597.0,198.05,CROSSCOUNTRY,ANYTIME S,0.0
Bebington,BEB,2.0,230.0,54.0,WEST MIDLANDS TRAINS,ANYTIME S,0.0
Beccles,BCC,2.0,320.0,150.6,EAST MIDLANDS TRAINS,ANYTIME S,0.0
Beckenham Hill,BEC,1.0,150.0,89.5,EAST MIDLANDS TRAINS,ANYTIME S,200.0
Beckenham Junction,BKJ,2.0,131.0,89.5,EAST MIDLANDS TRAINS,ANYTIME S,200.0
Bedford,BDM,0.0,42.0,41.3,EAST MIDLANDS TRAINS,ANYTIME S,700.0
Bedford St Johns,BSJ,1.0,79.0,41.3,EAST MIDLANDS TRAINS,ANYTIME S,700.0
Bedhampton,BDH,2.0,238.0,110.35,CROSSCOUNTRY,ANYTIME S,267.0
Bedminster,BMT,2.0,191.0,83.2,EAST MIDLANDS TRAINS,ANYTIME S,200.0
Bedworth,BEH,1.0,55.0,26.45,CROSSCOUNTRY,ANYTIME S,299.0
Bedwyn,BDW,2.0,212.0,95.7,EAST MIDLANDS TRAINS,ANYTIME S,200.0
